Time(h)/Currency(c);Description
1389,62.73;Price after 57 days in Harvest HC:
1395,62.7;Price after 58 days in Harvest HC:
1401,62.67;Price after 58 days in Harvest HC:
1407,62.67;Price after 58 days in Harvest HC:
1413,62.68;Price after 58 days in Harvest HC:
1419,62.65;Price after 59 days in Harvest HC:
1425,62.61;Price after 59 days in Harvest HC:
1431,62.58;Price after 59 days in Harvest HC:
1437,62.59;Price after 59 days in Harvest HC:
1443,62.59;Price after 60 days in Harvest HC:
1449,62.53;Price after 60 days in Harvest HC:
1455,62.54;Price after 60 days in Harvest HC:
1461,62.55;Price after 60 days in Harvest HC:
1467,62.65;Price after 61 days in Harvest HC:
1473,62.78;Price after 61 days in Harvest HC:
1479,62.9;Price after 61 days in Harvest HC:
1485,63.02;Price after 61 days in Harvest HC:
1491,63.12;Price after 62 days in Harvest HC:
1497,63.22;Price after 62 days in Harvest HC:
1503,63.36;Price after 62 days in Harvest HC:
1509,63.46;Price after 62 days in Harvest HC:
1515,63.58;Price after 63 days in Harvest HC:
1521,63.68;Price after 63 days in Harvest HC:
1527,63.7;Price after 63 days in Harvest HC:
1533,63.74;Price after 63 days in Harvest HC:
1539,63.71;Price after 64 days in Harvest HC:
1545,63.62;Price after 64 days in Harvest HC:
1551,63.51;Price after 64 days in Harvest HC:
1557,63.48;Price after 64 days in Harvest HC:
1563,63.44;Price after 65 days in Harvest HC:
1569,63.43;Price after 65 days in Harvest HC:
1575,63.4;Price after 65 days in Harvest HC:
1581,63.39;Price after 65 days in Harvest HC:
1587,63.36;Price after 66 days in Harvest HC:
1593,63.35;Price after 66 days in Harvest HC:
1599,63.38;Price after 66 days in Harvest HC:
1605,63.47;Price after 66 days in Harvest HC:
1611,63.58;Price after 67 days in Harvest HC:
1617,63.71;Price after 67 days in Harvest HC:
1623,63.88;Price after 67 days in Harvest HC:
1629,64.03;Price after 67 days in Harvest HC:
1635,64.23;Price after 68 days in Harvest HC:
1641,64.41;Price after 68 days in Harvest HC:
1647,64.58;Price after 68 days in Harvest HC:
1653,64.78;Price after 68 days in Harvest HC:
1659,65.02;Price after 69 days in Harvest HC:
1665,65.26;Price after 69 days in Harvest HC:
1671,65.47;Price after 69 days in Harvest HC:
1677,65.83;Price after 69 days in Harvest HC:
1683,66.19;Price after 70 days in Harvest HC:
1689,66.52;Price after 70 days in Harvest HC:
1695,66.82;Price after 70 days in Harvest HC:
1701,67.06;Price after 70 days in Harvest HC:
1707,67.28;Price after 71 days in Harvest HC:
1713,67.52;Price after 71 days in Harvest HC:
1719,67.77;Price after 71 days in Harvest HC:
1725,67.98;Price after 71 days in Harvest HC:
1731,68.14;Price after 72 days in Harvest HC:
1737,68.31;Price after 72 days in Harvest HC:
1743,68.48;Price after 72 days in Harvest HC:
1749,68.49;Price after 72 days in Harvest HC:
1755,68.49;Price after 73 days in Harvest HC:
1761,68.56;Price after 73 days in Harvest HC:
1767,68.67;Price after 73 days in Harvest HC:
1773,68.81;Price after 73 days in Harvest HC:
1779,69.04;Price after 74 days in Harvest HC:
1785,69.21;Price after 74 days in Harvest HC:
1791,69.41;Price after 74 days in Harvest HC:
1797,69.58;Price after 74 days in Harvest HC:
1803,69.73;Price after 75 days in Harvest HC:
1809,69.93;Price after 75 days in Harvest HC:
1815,70.13;Price after 75 days in Harvest HC:
1821,70.33;Price after 75 days in Harvest HC:
1827,70.57;Price after 76 days in Harvest HC:
1833,70.83;Price after 76 days in Harvest HC:
1839,71.12;Price after 76 days in Harvest HC:
1845,71.55;Price after 76 days in Harvest HC:
1851,72.02;Price after 77 days in Harvest HC:
1857,72.69;Price after 77 days in Harvest HC:
1863,73.31;Price after 77 days in Harvest HC:
1869,73.87;Price after 77 days in Harvest HC:
1875,74.47;Price after 78 days in Harvest HC:
1881,75.26;Price after 78 days in Harvest HC:
1887,76.05;Price after 78 days in Harvest HC:
1893,76.94;Price after 78 days in Harvest HC:
1899,77.33;Price after 79 days in Harvest HC:
1905,77.71;Price after 79 days in Harvest HC:
1911,78.05;Price after 79 days in Harvest HC:
1917,78.32;Price after 79 days in Harvest HC:
1923,78.33;Price after 80 days in Harvest HC:
1929,78.44;Price after 80 days in Harvest HC:
1935,78.37;Price after 80 days in Harvest HC:
1941,78.41;Price after 80 days in Harvest HC:
1947,78.42;Price after 81 days in Harvest HC:
1953,78.17;Price after 81 days in Harvest HC:
1959,77.89;Price after 81 days in Harvest HC:
1965,77.35;Price after 81 days in Harvest HC:
1971,77.21;Price after 82 days in Harvest HC:
1977,77.06;Price after 82 days in Harvest HC:
1983,76.89;Price after 82 days in Harvest HC:
1989,76.65;Price after 82 days in Harvest HC:
1995,76.26;Price after 83 days in Harvest HC:
2001,75.81;Price after 83 days in Harvest HC:
2007,75.49;Price after 83 days in Harvest HC:
2013,75.16;Price after 83 days in Harvest HC:
2019,74.88;Price after 84 days in Harvest HC:
2025,74.59;Price after 84 days in Harvest HC:
2031,74.37;Price after 84 days in Harvest HC:
2037,74.28;Price after 84 days in Harvest HC:
2043,74.23;Price after 85 days in Harvest HC:
2049,74.19;Price after 85 days in Harvest HC:
2055,74.14;Price after 85 days in Harvest HC:
2061,74.17;Price after 85 days in Harvest HC:
3,23.24;Price after 0 day in Heist:
9,26.05;Price after 0 day in Heist:
15,37.03;Price after 0 day in Heist:
21,44.9;Price after 0 day in Heist:
27,50.3;Price after 1 day in Heist:
33,55.92;Price after 1 day in Heist:
39,59.5;Price after 1 day in Heist:
45,62.19;Price after 1 day in Heist:
51,66.17;Price after 2 days in Heist:
57,70;Price after 2 days in Heist:
63,71.82;Price after 2 days in Heist:
69,73.39;Price after 2 days in Heist:
75,79.12;Price after 3 days in Heist:
81,84.76;Price after 3 days in Heist:
87,87.55;Price after 3 days in Heist:
93,89.34;Price after 3 days in Heist:
99,90.84;Price after 4 days in Heist:
105,91.34;Price after 4 days in Heist:
111,91.94;Price after 4 days in Heist:
117,92.48;Price after 4 days in Heist:
123,91.65;Price after 5 days in Heist:
129,90.36;Price after 5 days in Heist:
135,90.24;Price after 5 days in Heist:
141,89.97;Price after 5 days in Heist:
147,89.64;Price after 6 days in Heist:
153,89.02;Price after 6 days in Heist:
159,88.56;Price after 6 days in Heist:
165,88.15;Price after 6 days in Heist:
171,87.61;Price after 7 days in Heist:
177,86.97;Price after 7 days in Heist:
183,86.43;Price after 7 days in Heist:
189,85.81;Price after 7 days in Heist:
195,85.06;Price after 8 days in Heist:
201,84.23;Price after 8 days in Heist:
207,83.35;Price after 8 days in Heist:
213,82.4;Price after 8 days in Heist:
219,81.37;Price after 9 days in Heist:
225,80.53;Price after 9 days in Heist:
231,81.16;Price after 9 days in Heist:
237,81.45;Price after 9 days in Heist:
243,81.53;Price after 10 days in Heist:
249,81.82;Price after 10 days in Heist:
255,82.05;Price after 10 days in Heist:
261,82.14;Price after 10 days in Heist:
267,82.18;Price after 11 days in Heist:
273,82.28;Price after 11 days in Heist:
279,82.32;Price after 11 days in Heist:
309,82.05;Price after 12 days in Heist:
315,81.76;Price after 13 days in Heist:
321,81.16;Price after 13 days in Heist:
327,79.16;Price after 13 days in Heist:
333,77.53;Price after 13 days in Heist:
339,76.24;Price after 14 days in Heist:
345,74.77;Price after 14 days in Heist:
351,73.15;Price after 14 days in Heist:
357,71.67;Price after 14 days in Heist:
363,70.13;Price after 15 days in Heist:
369,68.36;Price after 15 days in Heist:
375,66.46;Price after 15 days in Heist:
381,65.35;Price after 15 days in Heist:
387,65.41;Price after 16 days in Heist:
393,65.1;Price after 16 days in Heist:
399,64.79;Price after 16 days in Heist:
405,64.66;Price after 16 days in Heist:
411,64.51;Price after 17 days in Heist:
417,63.96;Price after 17 days in Heist:
423,63.7;Price after 17 days in Heist:
429,63.65;Price after 17 days in Heist:
435,63.73;Price after 18 days in Heist:
441,64.04;Price after 18 days in Heist:
447,64.68;Price after 18 days in Heist:
453,64.98;Price after 18 days in Heist:
459,64.11;Price after 19 days in Heist:
465,63.67;Price after 19 days in Heist:
471,63.49;Price after 19 days in Heist:
477,63.32;Price after 19 days in Heist:
483,63.23;Price after 20 days in Heist:
489,63.57;Price after 20 days in Heist:
495,63.78;Price after 20 days in Heist:
501,63.89;Price after 20 days in Heist:
507,63.85;Price after 21 days in Heist:
513,63.79;Price after 21 days in Heist:
519,63.64;Price after 21 days in Heist:
525,63.51;Price after 21 days in Heist:
531,63.34;Price after 22 days in Heist:
537,63.2;Price after 22 days in Heist:
543,62.87;Price after 22 days in Heist:
549,62.44;Price after 22 days in Heist:
555,61.93;Price after 23 days in Heist:
561,61.47;Price after 23 days in Heist:
567,61.13;Price after 23 days in Heist:
573,60.85;Price after 23 days in Heist:
579,60.75;Price after 24 days in Heist:
585,60.63;Price after 24 days in Heist:
591,60.62;Price after 24 days in Heist:
597,60.63;Price after 24 days in Heist:
603,60.72;Price after 25 days in Heist:
609,60.69;Price after 25 days in Heist:
615,60.75;Price after 25 days in Heist:
621,60.77;Price after 25 days in Heist:
627,60.83;Price after 26 days in Heist:
633,60.91;Price after 26 days in Heist:
639,60.97;Price after 26 days in Heist:
645,61.06;Price after 26 days in Heist:
651,61.12;Price after 27 days in Heist:
657,61.18;Price after 27 days in Heist:
663,61.19;Price after 27 days in Heist:
669,61.17;Price after 27 days in Heist:
675,61.14;Price after 28 days in Heist:
681,61.2;Price after 28 days in Heist:
687,61.16;Price after 28 days in Heist:
693,61.16;Price after 28 days in Heist:
699,61.15;Price after 29 days in Heist:
705,61.11;Price after 29 days in Heist:
711,61.04;Price after 29 days in Heist:
717,60.91;Price after 29 days in Heist:
723,60.77;Price after 30 days in Heist:
729,60.62;Price after 30 days in Heist:
735,60.41;Price after 30 days in Heist:
741,60.09;Price after 30 days in Heist:
747,59.55;Price after 31 days in Heist:
753,58.76;Price after 31 days in Heist:
759,57.99;Price after 31 days in Heist:
765,56.94;Price after 31 days in Heist:
771,53.71;Price after 32 days in Heist:
777,52.17;Price after 32 days in Heist:
783,50.45;Price after 32 days in Heist:
789,48.67;Price after 32 days in Heist:
795,46.72;Price after 33 days in Heist:
801,44.65;Price after 33 days in Heist:
807,42.49;Price after 33 days in Heist:
813,40.26;Price after 33 days in Heist:
819,38.09;Price after 34 days in Heist:
825,35.92;Price after 34 days in Heist:
831,33.63;Price after 34 days in Heist:
837,31.61;Price after 34 days in Heist:
843,31.88;Price after 35 days in Heist:
849,31.06;Price after 35 days in Heist:
855,31.03;Price after 35 days in Heist:
861,30.96;Price after 35 days in Heist:
867,30.9;Price after 36 days in Heist:
873,31.14;Price after 36 days in Heist:
879,31.43;Price after 36 days in Heist:
885,31.89;Price after 36 days in Heist:
891,32.59;Price after 37 days in Heist:
897,33.53;Price after 37 days in Heist:
903,34.66;Price after 37 days in Heist:
909,35.97;Price after 37 days in Heist:
915,37.55;Price after 38 days in Heist:
921,38.63;Price after 38 days in Heist:
927,39.28;Price after 38 days in Heist:
933,40.97;Price after 38 days in Heist:
939,42.52;Price after 39 days in Heist:
945,43.55;Price after 39 days in Heist:
951,45.06;Price after 39 days in Heist:
957,46.6;Price after 39 days in Heist:
963,48.1;Price after 40 days in Heist:
969,49.84;Price after 40 days in Heist:
975,51.82;Price after 40 days in Heist:
981,53.99;Price after 40 days in Heist:
987,56.16;Price after 41 days in Heist:
993,58.7;Price after 41 days in Heist:
999,61.63;Price after 41 days in Heist:
1005,63.17;Price after 41 days in Heist:
1011,64.42;Price after 42 days in Heist:
1017,65.6;Price after 42 days in Heist:
1023,66.63;Price after 42 days in Heist:
1029,67.6;Price after 42 days in Heist:
1035,68.6;Price after 43 days in Heist:
1041,69.43;Price after 43 days in Heist:
1047,69.92;Price after 43 days in Heist:
1053,70.21;Price after 43 days in Heist:
1059,69.56;Price after 44 days in Heist:
1065,69.08;Price after 44 days in Heist:
1071,68.17;Price after 44 days in Heist:
1077,67.8;Price after 44 days in Heist:
1083,68.17;Price after 45 days in Heist:
1089,69.05;Price after 45 days in Heist:
1095,69.76;Price after 45 days in Heist:
1101,70.57;Price after 45 days in Heist:
1107,71.45;Price after 46 days in Heist:
1113,72.35;Price after 46 days in Heist:
1119,73.39;Price after 46 days in Heist:
1125,74.35;Price after 46 days in Heist:
1131,75.93;Price after 47 days in Heist:
1137,76.94;Price after 47 days in Heist:
1143,77.77;Price after 47 days in Heist:
1149,78.63;Price after 47 days in Heist:
1155,79.46;Price after 48 days in Heist:
1161,80.46;Price after 48 days in Heist:
1167,81.45;Price after 48 days in Heist:
1173,82.36;Price after 48 days in Heist:
1179,83.23;Price after 49 days in Heist:
1185,84.19;Price after 49 days in Heist:
1191,85.09;Price after 49 days in Heist:
1197,85.96;Price after 49 days in Heist:
1203,86.98;Price after 50 days in Heist:
1209,87.9;Price after 50 days in Heist:
1215,88.78;Price after 50 days in Heist:
1221,89.53;Price after 50 days in Heist:
1227,90.11;Price after 51 days in Heist:
1233,90.45;Price after 51 days in Heist:
1239,90.7;Price after 51 days in Heist:
1245,90.84;Price after 51 days in Heist:
1251,89.78;Price after 52 days in Heist:
1257,89.17;Price after 52 days in Heist:
1263,88.53;Price after 52 days in Heist:
1269,87.81;Price after 52 days in Heist:
1275,86.92;Price after 53 days in Heist:
1281,86.04;Price after 53 days in Heist:
1287,85.25;Price after 53 days in Heist:
1293,84.57;Price after 53 days in Heist:
1299,84.04;Price after 54 days in Heist:
1305,83.54;Price after 54 days in Heist:
1311,83.1;Price after 54 days in Heist:
1317,82.79;Price after 54 days in Heist:
1323,83.61;Price after 55 days in Heist:
1329,83.82;Price after 55 days in Heist:
1335,84.02;Price after 55 days in Heist:
1341,84.28;Price after 55 days in Heist:
1347,84.51;Price after 56 days in Heist:
1353,84.79;Price after 56 days in Heist:
1359,85.08;Price after 56 days in Heist:
1365,85.36;Price after 56 days in Heist:
1371,85.55;Price after 57 days in Heist:
1377,85.71;Price after 57 days in Heist:
1383,85.78;Price after 57 days in Heist:
1389,85.88;Price after 57 days in Heist:
1395,86;Price after 58 days in Heist:
1401,86.08;Price after 58 days in Heist:
1407,86.2;Price after 58 days in Heist:
1413,86.3;Price after 58 days in Heist:
1419,86.46;Price after 59 days in Heist:
1425,86.59;Price after 59 days in Heist:
1431,86.69;Price after 59 days in Heist:
1437,86.77;Price after 59 days in Heist:
1443,86.86;Price after 60 days in Heist:
1449,86.91;Price after 60 days in Heist:
1455,87.03;Price after 60 days in Heist:
1461,87.15;Price after 60 days in Heist:
1467,87.31;Price after 61 days in Heist:
1473,87.49;Price after 61 days in Heist:
1479,87.58;Price after 61 days in Heist:
1485,87.73;Price after 61 days in Heist:
1491,87.83;Price after 62 days in Heist:
1497,87.93;Price after 62 days in Heist:
1503,88.03;Price after 62 days in Heist:
1509,88.12;Price after 62 days in Heist:
1515,88.22;Price after 63 days in Heist:
1521,88.37;Price after 63 days in Heist:
1527,88.54;Price after 63 days in Heist:
1533,88.65;Price after 63 days in Heist:
1539,88.7;Price after 64 days in Heist:
1545,88.75;Price after 64 days in Heist:
1551,88.82;Price after 64 days in Heist:
1557,88.83;Price after 64 days in Heist:
1563,88.9;Price after 65 days in Heist:
1569,88.98;Price after 65 days in Heist:
1575,89.14;Price after 65 days in Heist:
1581,89.22;Price after 65 days in Heist:
1587,89.28;Price after 66 days in Heist:
1593,89.38;Price after 66 days in Heist:
1599,89.42;Price after 66 days in Heist:
1605,89.49;Price after 66 days in Heist:
1611,89.64;Price after 67 days in Heist:
1617,89.79;Price after 67 days in Heist:
1623,90.01;Price after 67 days in Heist:
1629,90.31;Price after 67 days in Heist:
1635,90.5;Price after 68 days in Heist:
1641,90.69;Price after 68 days in Heist:
1647,90.77;Price after 68 days in Heist:
1653,90.94;Price after 68 days in Heist:
1659,91.12;Price after 69 days in Heist:
1665,91.27;Price after 69 days in Heist:
1671,91.39;Price after 69 days in Heist:
1677,91.56;Price after 69 days in Heist:
1683,91.63;Price after 70 days in Heist:
1689,91.77;Price after 70 days in Heist:
1695,91.82;Price after 70 days in Heist:
1701,91.84;Price after 70 days in Heist:
1707,91.91;Price after 71 days in Heist:
1713,91.98;Price after 71 days in Heist:
1719,92.05;Price after 71 days in Heist:
1725,92.1;Price after 71 days in Heist:
1731,92.18;Price after 72 days in Heist:
1737,92.24;Price after 72 days in Heist:
1743,92.33;Price after 72 days in Heist:
1749,92.37;Price after 72 days in Heist:
1755,92.42;Price after 73 days in Heist:
1761,92.43;Price after 73 days in Heist:
1767,92.47;Price after 73 days in Heist:
1773,92.5;Price after 73 days in Heist:
1779,92.52;Price after 74 days in Heist:
1785,92.59;Price after 74 days in Heist:
1791,92.68;Price after 74 days in Heist:
1797,92.8;Price after 74 days in Heist:
1803,92.89;Price after 75 days in Heist:
1809,92.98;Price after 75 days in Heist:
1815,93.08;Price after 75 days in Heist:
1821,93.2;Price after 75 days in Heist:
1827,93.36;Price after 76 days in Heist:
1833,93.53;Price after 76 days in Heist:
1839,93.75;Price after 76 days in Heist:
1845,94.04;Price after 76 days in Heist:
1851,94.39;Price after 77 days in Heist:
1857,94.69;Price after 77 days in Heist:
1863,94.99;Price after 77 days in Heist:
1869,95.28;Price after 77 days in Heist:
1875,95.53;Price after 78 days in Heist:
1881,95.83;Price after 78 days in Heist:
1887,96.12;Price after 78 days in Heist:
1893,96.36;Price after 78 days in Heist:
1899,96.6;Price after 79 days in Heist:
1905,96.83;Price after 79 days in Heist:
1911,97.01;Price after 79 days in Heist:
1917,97.17;Price after 79 days in Heist:
1923,97.23;Price after 80 days in Heist:
1929,97.33;Price after 80 days in Heist:
1935,97.46;Price after 80 days in Heist:
1941,97.6;Price after 80 days in Heist:
1947,97.84;Price after 81 days in Heist:
1953,98.03;Price after 81 days in Heist:
1959,98.3;Price after 81 days in Heist:
1965,98.62;Price after 81 days in Heist:
1971,98.94;Price after 82 days in Heist:
1977,99.27;Price after 82 days in Heist:
1983,99.63;Price after 82 days in Heist:
1989,100.08;Price after 82 days in Heist:
1995,100.56;Price after 83 days in Heist:
2001,101.02;Price after 83 days in Heist:
2007,101.47;Price after 83 days in Heist:
2013,101.96;Price after 83 days in Heist:
2019,102.4;Price after 84 days in Heist:
2025,102.82;Price after 84 days in Heist:
2031,103.16;Price after 84 days in Heist:
2037,103.49;Price after 84 days in Heist:
2043,103.78;Price after 85 days in Heist:
2049,104.03;Price after 85 days in Heist:
2055,104.23;Price after 85 days in Heist:
2061,104.3;Price after 85 days in Heist:
2067,104.42;Price after 86 days in Heist:
2073,104.48;Price after 86 days in Heist:
2079,104.57;Price after 86 days in Heist:
2085,104.66;Price after 86 days in Heist:
2091,104.7;Price after 87 days in Heist:
2097,104.79;Price after 87 days in Heist:
2103,104.95;Price after 87 days in Heist:
2109,105.12;Price after 87 days in Heist:
2115,105.24;Price after 88 days in Heist:
2121,105.42;Price after 88 days in Heist:
2127,105.57;Price after 88 days in Heist:
2133,105.79;Price after 88 days in Heist:
2139,105.92;Price after 89 days in Heist:
2145,106.09;Price after 89 days in Heist:
2151,106.25;Price after 89 days in Heist:
2157,106.44;Price after 89 days in Heist:
2163,106.67;Price after 90 days in Heist:
2169,106.89;Price after 90 days in Heist:
2175,107.1;Price after 90 days in Heist:
2181,107.29;Price after 90 days in Heist:
2187,107.46;Price after 91 days in Heist:
2193,107.59;Price after 91 days in Heist:
2199,107.75;Price after 91 days in Heist:
2205,107.92;Price after 91 days in Heist:
2211,108.12;Price after 92 days in Heist:
2217,108.31;Price after 92 days in Heist:
2223,108.43;Price after 92 days in Heist:
2229,108.53;Price after 92 days in Heist:
2235,108.56;Price after 93 days in Heist:
2241,108.59;Price after 93 days in Heist:
2247,108.52;Price after 93 days in Heist:
2253,108.48;Price after 93 days in Heist:
2259,108.48;Price after 94 days in Heist:
2265,108.52;Price after 94 days in Heist:
2271,108.57;Price after 94 days in Heist:
2277,108.53;Price after 94 days in Heist:
2283,108.5;Price after 95 days in Heist:
2289,108.47;Price after 95 days in Heist:
2295,108.47;Price after 95 days in Heist:
2301,108.48;Price after 95 days in Heist:
2307,108.52;Price after 96 days in Heist:
2313,108.57;Price after 96 days in Heist:
2319,108.64;Price after 96 days in Heist:
2325,108.69;Price after 96 days in Heist:
2331,108.77;Price after 97 days in Heist:
2337,108.82;Price after 97 days in Heist:
2343,108.92;Price after 97 days in Heist:
2349,108.97;Price after 97 days in Heist:
2355,109.02;Price after 98 days in Heist:
2361,109.14;Price after 98 days in Heist:
2367,109.22;Price after 98 days in Heist:
2373,109.22;Price after 98 days in Heist:
2379,109.24;Price after 99 days in Heist:
2385,109.29;Price after 99 days in Heist:
2391,109.31;Price after 99 days in Heist:
2397,109.38;Price after 99 days in Heist:
2403,109.39;Price after 100 days in Heist:
2409,109.4;Price after 100 days in Heist:
2415,109.42;Price after 100 days in Heist:
2421,109.49;Price after 100 days in Heist:
2427,109.56;Price after 101 days in Heist:
2433,109.57;Price after 101 days in Heist:
2439,109.53;Price after 101 days in Heist:
2445,109.59;Price after 101 days in Heist:
2451,109.6;Price after 102 days in Heist:
2457,109.61;Price after 102 days in Heist:
2463,109.63;Price after 102 days in Heist:
2469,109.59;Price after 102 days in Heist:
2475,109.64;Price after 103 days in Heist:
2481,109.72;Price after 103 days in Heist:
2487,109.68;Price after 103 days in Heist:
2493,109.68;Price after 103 days in Heist:
2499,109.68;Price after 104 days in Heist:
2505,109.68;Price after 104 days in Heist:
2511,109.76;Price after 104 days in Heist:
2517,109.78;Price after 104 days in Heist:
2523,109.82;Price after 105 days in Heist:
2529,109.82;Price after 105 days in Heist:
2535,109.86;Price after 105 days in Heist:
2541,109.84;Price after 105 days in Heist:
2547,109.8;Price after 106 days in Heist:
2553,109.78;Price after 106 days in Heist:
2559,109.74;Price after 106 days in Heist:
2565,109.72;Price after 106 days in Heist:
2571,109.72;Price after 107 days in Heist:
2577,109.68;Price after 107 days in Heist:
2583,109.68;Price after 107 days in Heist:
2589,109.68;Price after 107 days in Heist:
2595,109.64;Price after 108 days in Heist:
2601,109.6;Price after 108 days in Heist:
2607,109.61;Price after 108 days in Heist:
2613,109.67;Price after 108 days in Heist:
2619,109.65;Price after 109 days in Heist:
2625,109.63;Price after 109 days in Heist:
2631,109.7;Price after 109 days in Heist:
2637,109.72;Price after 109 days in Heist:
2643,109.72;Price after 110 days in Heist:
2649,109.76;Price after 110 days in Heist:
2655,109.78;Price after 110 days in Heist:
2661,109.78;Price after 110 days in Heist:
2667,109.86;Price after 111 days in Heist:
2673,109.9;Price after 111 days in Heist:
2679,109.9;Price after 111 days in Heist:
2685,109.91;Price after 111 days in Heist:
2691,110;Price after 112 days in Heist:
2697,110.04;Price after 112 days in Heist:
2703,110.04;Price after 112 days in Heist:
2709,110.04;Price after 112 days in Heist:
2715,110.07;Price after 113 days in Heist:
2721,110.07;Price after 113 days in Heist:
2727,110.13;Price after 113 days in Heist:
2733,110.29;Price after 113 days in Heist:
2739,110.38;Price after 114 days in Heist:
9,21.52;Price after 0 day in Heist HC:
15,23.55;Price after 0 day in Heist HC:
21,26.15;Price after 0 day in Heist HC:
27,27.86;Price after 1 day in Heist HC:
33,29.91;Price after 1 day in Heist HC:
39,31.76;Price after 1 day in Heist HC:
45,33.37;Price after 1 day in Heist HC:
51,34.92;Price after 2 days in Heist HC:
57,36.1;Price after 2 days in Heist HC:
63,37.14;Price after 2 days in Heist HC:
69,38.04;Price after 2 days in Heist HC:
75,38.95;Price after 3 days in Heist HC:
81,41.35;Price after 3 days in Heist HC:
87,43.54;Price after 3 days in Heist HC:
93,45.3;Price after 3 days in Heist HC:
99,46.99;Price after 4 days in Heist HC:
105,48.27;Price after 4 days in Heist HC:
111,49.37;Price after 4 days in Heist HC:
117,50.34;Price after 4 days in Heist HC:
123,51.28;Price after 5 days in Heist HC:
129,52.32;Price after 5 days in Heist HC:
135,53.3;Price after 5 days in Heist HC:
141,54.26;Price after 5 days in Heist HC:
147,55.14;Price after 6 days in Heist HC:
153,55.88;Price after 6 days in Heist HC:
159,56.51;Price after 6 days in Heist HC:
165,57.15;Price after 6 days in Heist HC:
171,57.74;Price after 7 days in Heist HC:
177,58.27;Price after 7 days in Heist HC:
183,58.68;Price after 7 days in Heist HC:
189,58.95;Price after 7 days in Heist HC:
195,59.08;Price after 8 days in Heist HC:
201,59.03;Price after 8 days in Heist HC:
207,59.01;Price after 8 days in Heist HC:
213,58.93;Price after 8 days in Heist HC:
219,58.78;Price after 9 days in Heist HC:
225,58.72;Price after 9 days in Heist HC:
231,58.59;Price after 9 days in Heist HC:
237,58.38;Price after 9 days in Heist HC:
243,58.18;Price after 10 days in Heist HC:
249,58.02;Price after 10 days in Heist HC:
255,57.96;Price after 10 days in Heist HC:
261,57.96;Price after 10 days in Heist HC:
267,57.96;Price after 11 days in Heist HC:
273,58.04;Price after 11 days in Heist HC:
279,58.07;Price after 11 days in Heist HC:
309,58.28;Price after 12 days in Heist HC:
315,58.52;Price after 13 days in Heist HC:
321,58.67;Price after 13 days in Heist HC:
327,58.84;Price after 13 days in Heist HC:
333,59.1;Price after 13 days in Heist HC:
339,59.32;Price after 14 days in Heist HC:
345,59.6;Price after 14 days in Heist HC:
351,59.82;Price after 14 days in Heist HC:
357,60.05;Price after 14 days in Heist HC:
363,60.26;Price after 15 days in Heist HC:
369,60.49;Price after 15 days in Heist HC:
375,60.68;Price after 15 days in Heist HC:
381,60.7;Price after 15 days in Heist HC:
387,60.6;Price after 16 days in Heist HC:
393,60.52;Price after 16 days in Heist HC:
399,60.47;Price after 16 days in Heist HC:
405,60.37;Price after 16 days in Heist HC:
411,60.26;Price after 17 days in Heist HC:
417,60.11;Price after 17 days in Heist HC:
423,59.99;Price after 17 days in Heist HC:
429,59.96;Price after 17 days in Heist HC:
435,59.87;Price after 18 days in Heist HC:
441,59.72;Price after 18 days in Heist HC:
447,59.62;Price after 18 days in Heist HC:
453,59.52;Price after 18 days in Heist HC:
459,59.48;Price after 19 days in Heist HC:
465,59.41;Price after 19 days in Heist HC:
471,59.32;Price after 19 days in Heist HC:
477,59.24;Price after 19 days in Heist HC:
483,59.16;Price after 20 days in Heist HC:
489,59.08;Price after 20 days in Heist HC:
495,58.94;Price after 20 days in Heist HC:
501,58.75;Price after 20 days in Heist HC:
507,58.61;Price after 21 days in Heist HC:
513,58.5;Price after 21 days in Heist HC:
519,58.37;Price after 21 days in Heist HC:
525,58.31;Price after 21 days in Heist HC:
531,58.24;Price after 22 days in Heist HC:
537,58.17;Price after 22 days in Heist HC:
543,58.14;Price after 22 days in Heist HC:
549,58.14;Price after 22 days in Heist HC:
555,58.12;Price after 23 days in Heist HC:
561,58.12;Price after 23 days in Heist HC:
567,58.15;Price after 23 days in Heist HC:
573,58.18;Price after 23 days in Heist HC:
579,58.18;Price after 24 days in Heist HC:
585,58.21;Price after 24 days in Heist HC:
591,58.24;Price after 24 days in Heist HC:
597,58.24;Price after 24 days in Heist HC:
603,58.27;Price after 25 days in Heist HC:
609,58.34;Price after 25 days in Heist HC:
615,58.38;Price after 25 days in Heist HC:
621,58.43;Price after 25 days in Heist HC:
627,58.49;Price after 26 days in Heist HC:
633,58.54;Price after 26 days in Heist HC:
639,58.56;Price after 26 days in Heist HC:
645,58.57;Price after 26 days in Heist HC:
651,58.59;Price after 27 days in Heist HC:
657,58.62;Price after 27 days in Heist HC:
663,58.7;Price after 27 days in Heist HC:
669,58.78;Price after 27 days in Heist HC:
675,58.87;Price after 28 days in Heist HC:
681,58.9;Price after 28 days in Heist HC:
687,58.97;Price after 28 days in Heist HC:
693,58.95;Price after 28 days in Heist HC:
699,58.89;Price after 29 days in Heist HC:
705,58.85;Price after 29 days in Heist HC:
711,58.84;Price after 29 days in Heist HC:
717,58.78;Price after 29 days in Heist HC:
723,58.68;Price after 30 days in Heist HC:
729,58.54;Price after 30 days in Heist HC:
735,58.33;Price after 30 days in Heist HC:
