Hour;Price;Day;League;League Type;League Length;Week
651;31.57;27;Legacy;Hardcore;Long;5
675;32.55;28;Legacy;Hardcore;Long;5
699;33.24;29;Legacy;Hardcore;Long;5
723;33.83;30;Legacy;Hardcore;Long;6
747;34.57;31;Legacy;Hardcore;Long;6
771;35.49;32;Legacy;Hardcore;Long;6
795;36.67;33;Legacy;Hardcore;Long;6
819;37.79;34;Legacy;Hardcore;Long;6
843;38.85;35;Legacy;Hardcore;Long;6
867;39.76;36;Legacy;Hardcore;Long;7
891;40.56;37;Legacy;Hardcore;Long;7
915;41.1;38;Legacy;Hardcore;Long;7
939;41.62;39;Legacy;Hardcore;Long;7
963;42.18;40;Legacy;Hardcore;Long;7
987;42.77;41;Legacy;Hardcore;Long;7
1011;43.36;42;Legacy;Hardcore;Long;8
1035;43.79;43;Legacy;Hardcore;Long;8
1059;44.02;44;Legacy;Hardcore;Long;8
1083;44.04;45;Legacy;Hardcore;Long;8
1107;44.23;46;Legacy;Hardcore;Long;8
1131;44.6;47;Legacy;Hardcore;Long;8
1155;45.44;48;Legacy;Hardcore;Long;9
1179;46.65;49;Legacy;Hardcore;Long;9
1203;47.86;50;Legacy;Hardcore;Long;9
1227;49.01;51;Legacy;Hardcore;Long;9
1251;50.07;52;Legacy;Hardcore;Long;9
1275;51.06;53;Legacy;Hardcore;Long;9
1299;52.18;54;Legacy;Hardcore;Long;10
1323;53.36;55;Legacy;Hardcore;Long;10
1347;54.51;56;Legacy;Hardcore;Long;10
1371;55.66;57;Legacy;Hardcore;Long;10
1395;56.78;58;Legacy;Hardcore;Long;10
1419;57.79;59;Legacy;Hardcore;Long;10
1443;58.59;60;Legacy;Hardcore;Long;11
1467;59.19;61;Legacy;Hardcore;Long;11
1491;59.92;62;Legacy;Hardcore;Long;11
1515;60.79;63;Legacy;Hardcore;Long;11
1539;61.89;64;Legacy;Hardcore;Long;11
1563;63.29;65;Legacy;Hardcore;Long;11
1587;64.5;66;Legacy;Hardcore;Long;12
1611;65.75;67;Legacy;Hardcore;Long;12
1635;67.07;68;Legacy;Hardcore;Long;12
1659;68.35;69;Legacy;Hardcore;Long;12
1683;69.53;70;Legacy;Hardcore;Long;12
1707;70.62;71;Legacy;Hardcore;Long;12
1731;71.53;72;Legacy;Hardcore;Long;13
1755;72.27;73;Legacy;Hardcore;Long;13
1779;72.6;74;Legacy;Hardcore;Long;13
1803;72.59;75;Legacy;Hardcore;Long;13
1827;72.0;76;Legacy;Hardcore;Long;13
1851;70.5;77;Legacy;Hardcore;Long;13
1875;69.38;78;Legacy;Hardcore;Long;14
1899;68.33;79;Legacy;Hardcore;Long;14
1923;67.13;80;Legacy;Hardcore;Long;14
1947;65.93;81;Legacy;Hardcore;Long;14
1971;64.74;82;Legacy;Hardcore;Long;14
1995;63.54;83;Legacy;Hardcore;Long;14
2019;62.43;84;Legacy;Hardcore;Long;15
2043;61.41;85;Legacy;Hardcore;Long;15
2067;60.58;86;Legacy;Hardcore;Long;15
2091;59.88;87;Legacy;Hardcore;Long;15
2115;59.51;88;Legacy;Hardcore;Long;15
2139;59.8;89;Legacy;Hardcore;Long;15
2163;59.81;90;Legacy;Hardcore;Long;16
2187;59.68;91;Legacy;Hardcore;Long;16
2211;59.73;92;Legacy;Hardcore;Long;16
2235;59.86;93;Legacy;Hardcore;Long;16
2259;60.06;94;Legacy;Hardcore;Long;16
2283;60.45;95;Legacy;Hardcore;Long;16
2307;60.75;96;Legacy;Hardcore;Long;17
2331;61.14;97;Legacy;Hardcore;Long;17
2355;61.5;98;Legacy;Hardcore;Long;17
2379;61.95;99;Legacy;Hardcore;Long;17
2403;62.31;100;Legacy;Hardcore;Long;17
2427;62.76;101;Legacy;Hardcore;Long;17
2451;63.27;102;Legacy;Hardcore;Long;18
2475;63.82;103;Legacy;Hardcore;Long;18
2499;64.18;104;Legacy;Hardcore;Long;18
2523;64.54;105;Legacy;Hardcore;Long;18
2547;64.62;106;Legacy;Hardcore;Long;18
2571;64.68;107;Legacy;Hardcore;Long;18
2595;64.84;108;Legacy;Hardcore;Long;19
2619;64.8;109;Legacy;Hardcore;Long;19
2643;64.95;110;Legacy;Hardcore;Long;19
2667;64.9;111;Legacy;Hardcore;Long;19
2691;64.91;112;Legacy;Hardcore;Long;19
2715;64.75;113;Legacy;Hardcore;Long;19
2739;64.51;114;Legacy;Hardcore;Long;20
2763;64.27;115;Legacy;Hardcore;Long;20
2787;64.16;116;Legacy;Hardcore;Long;20
2811;63.97;117;Legacy;Hardcore;Long;20
2835;63.93;118;Legacy;Hardcore;Long;20
2859;63.75;119;Legacy;Hardcore;Long;20
2883;63.54;120;Legacy;Hardcore;Long;21
2907;63.42;121;Legacy;Hardcore;Long;21
2931;62.87;122;Legacy;Hardcore;Long;21
2955;62.77;123;Legacy;Hardcore;Long;21
2979;62.74;124;Legacy;Hardcore;Long;21
3003;62.71;125;Legacy;Hardcore;Long;21
3027;62.64;126;Legacy;Hardcore;Long;22
3051;62.48;127;Legacy;Hardcore;Long;22
3075;62.26;128;Legacy;Hardcore;Long;22
3099;62.3;129;Legacy;Hardcore;Long;22
3123;62.37;130;Legacy;Hardcore;Long;22
3147;62.29;131;Legacy;Hardcore;Long;22
3171;62.21;132;Legacy;Hardcore;Long;23
3195;62.07;133;Legacy;Hardcore;Long;23
3219;62.15;134;Legacy;Hardcore;Long;23
3243;61.98;135;Legacy;Hardcore;Long;23
3267;61.68;136;Legacy;Hardcore;Long;23
3291;61.56;137;Legacy;Hardcore;Long;23
3315;61.54;138;Legacy;Hardcore;Long;24
3339;61.46;139;Legacy;Hardcore;Long;24
3363;61.36;140;Legacy;Hardcore;Long;24
3387;61.21;141;Legacy;Hardcore;Long;24
3411;60.97;142;Legacy;Hardcore;Long;24
3435;60.87;143;Legacy;Hardcore;Long;24
3459;60.79;144;Legacy;Hardcore;Long;25
3483;61.84;145;Legacy;Hardcore;Long;25
3507;62.02;146;Legacy;Hardcore;Long;25
3531;62.22;147;Legacy;Hardcore;Long;25
3555;62.52;148;Legacy;Hardcore;Long;25
3579;66.26;149;Legacy;Hardcore;Long;25
21;29.69;0;Harbinger;Standard;Long;1
3;29.69;0;Harbinger;Standard;Long;1
27;33.49;1;Harbinger;Standard;Long;1
51;37.25;2;Harbinger;Standard;Long;1
75;40.11;3;Harbinger;Standard;Long;1
99;41.7;4;Harbinger;Standard;Long;1
123;42.47;5;Harbinger;Standard;Long;1
147;42.78;6;Harbinger;Standard;Long;2
171;42.61;7;Harbinger;Standard;Long;2
195;42.3;8;Harbinger;Standard;Long;2
219;41.95;9;Harbinger;Standard;Long;2
243;41.69;10;Harbinger;Standard;Long;2
267;42.45;11;Harbinger;Standard;Long;2
291;43.31;12;Harbinger;Standard;Long;3
315;43.27;13;Harbinger;Standard;Long;3
339;42.63;14;Harbinger;Standard;Long;3
363;41.69;15;Harbinger;Standard;Long;3
387;40.89;16;Harbinger;Standard;Long;3
411;40.3;17;Harbinger;Standard;Long;3
435;39.89;18;Harbinger;Standard;Long;4
459;39.76;19;Harbinger;Standard;Long;4
483;39.72;20;Harbinger;Standard;Long;4
507;39.66;21;Harbinger;Standard;Long;4
531;39.47;22;Harbinger;Standard;Long;4
555;39.22;23;Harbinger;Standard;Long;4
579;38.78;24;Harbinger;Standard;Long;5
603;38.16;25;Harbinger;Standard;Long;5
627;37.41;26;Harbinger;Standard;Long;5
651;36.55;27;Harbinger;Standard;Long;5
675;35.55;28;Harbinger;Standard;Long;5
699;34.47;29;Harbinger;Standard;Long;5
723;33.39;30;Harbinger;Standard;Long;6
747;32.64;31;Harbinger;Standard;Long;6
771;32.37;32;Harbinger;Standard;Long;6
795;32.22;33;Harbinger;Standard;Long;6
819;32.26;34;Harbinger;Standard;Long;6
843;32.58;35;Harbinger;Standard;Long;6
867;33.76;36;Harbinger;Standard;Long;7
891;36.06;37;Harbinger;Standard;Long;7
915;38.98;38;Harbinger;Standard;Long;7
939;42.08;39;Harbinger;Standard;Long;7
963;45.33;40;Harbinger;Standard;Long;7
987;48.62;41;Harbinger;Standard;Long;7
1011;51.86;42;Harbinger;Standard;Long;8
1035;54.81;43;Harbinger;Standard;Long;8
1059;57.45;44;Harbinger;Standard;Long;8
1083;60.35;45;Harbinger;Standard;Long;8
1107;63.73;46;Harbinger;Standard;Long;8
1131;67.21;47;Harbinger;Standard;Long;8
1155;70.06;48;Harbinger;Standard;Long;9
1179;72.03;49;Harbinger;Standard;Long;9
1203;73.74;50;Harbinger;Standard;Long;9
1227;75.39;51;Harbinger;Standard;Long;9
1251;77.14;52;Harbinger;Standard;Long;9
1275;78.93;53;Harbinger;Standard;Long;9
1299;80.86;54;Harbinger;Standard;Long;10
1323;82.89;55;Harbinger;Standard;Long;10
1347;85.05;56;Harbinger;Standard;Long;10
1371;87.07;57;Harbinger;Standard;Long;10
1395;88.51;58;Harbinger;Standard;Long;10
1419;89.73;59;Harbinger;Standard;Long;10
1443;90.78;60;Harbinger;Standard;Long;11
1467;91.71;61;Harbinger;Standard;Long;11
1491;92.35;62;Harbinger;Standard;Long;11
1515;92.9;63;Harbinger;Standard;Long;11
1539;92.86;64;Harbinger;Standard;Long;11
1563;92.4;65;Harbinger;Standard;Long;11
1587;91.62;66;Harbinger;Standard;Long;12
1611;90.87;67;Harbinger;Standard;Long;12
1635;90.14;68;Harbinger;Standard;Long;12
1659;89.25;69;Harbinger;Standard;Long;12
1683;88.32;70;Harbinger;Standard;Long;12
1707;87.22;71;Harbinger;Standard;Long;12
1731;86.09;72;Harbinger;Standard;Long;13
1755;84.88;73;Harbinger;Standard;Long;13
1779;83.71;74;Harbinger;Standard;Long;13
1803;82.66;75;Harbinger;Standard;Long;13
1827;82.09;76;Harbinger;Standard;Long;13
1851;81.89;77;Harbinger;Standard;Long;13
1875;81.76;78;Harbinger;Standard;Long;14
1899;81.37;79;Harbinger;Standard;Long;14
1923;80.59;80;Harbinger;Standard;Long;14
1947;79.81;81;Harbinger;Standard;Long;14
1971;79.07;82;Harbinger;Standard;Long;14
1995;78.48;83;Harbinger;Standard;Long;14
2019;78.12;84;Harbinger;Standard;Long;15
2043;77.83;85;Harbinger;Standard;Long;15
2067;77.51;86;Harbinger;Standard;Long;15
2091;77.14;87;Harbinger;Standard;Long;15
2115;76.81;88;Harbinger;Standard;Long;15
2139;76.48;89;Harbinger;Standard;Long;15
2163;76.18;90;Harbinger;Standard;Long;16
2187;75.96;91;Harbinger;Standard;Long;16
2211;75.85;92;Harbinger;Standard;Long;16
2235;75.75;93;Harbinger;Standard;Long;16
2259;75.63;94;Harbinger;Standard;Long;16
2283;75.41;95;Harbinger;Standard;Long;16
2307;75.21;96;Harbinger;Standard;Long;17
2331;75.23;97;Harbinger;Standard;Long;17
2355;75.69;98;Harbinger;Standard;Long;17
2379;76.28;99;Harbinger;Standard;Long;17
2403;76.83;100;Harbinger;Standard;Long;17
2427;77.53;101;Harbinger;Standard;Long;17
2451;78.55;102;Harbinger;Standard;Long;18
2475;79.82;103;Harbinger;Standard;Long;18
2499;81.13;104;Harbinger;Standard;Long;18
2523;82.36;105;Harbinger;Standard;Long;18
2547;83.59;106;Harbinger;Standard;Long;18
2571;84.83;107;Harbinger;Standard;Long;18
2595;85.9;108;Harbinger;Standard;Long;19
2619;86.73;109;Harbinger;Standard;Long;19
2643;87.17;110;Harbinger;Standard;Long;19
2667;87.6;111;Harbinger;Standard;Long;19
2691;88.1;112;Harbinger;Standard;Long;19
2715;88.55;113;Harbinger;Standard;Long;19
2739;88.78;114;Harbinger;Standard;Long;20
2763;88.84;115;Harbinger;Standard;Long;20
2787;88.86;116;Harbinger;Standard;Long;20
2811;89.02;117;Harbinger;Standard;Long;20
2835;89.37;118;Harbinger;Standard;Long;20
2859;89.82;119;Harbinger;Standard;Long;20
2883;90.33;120;Harbinger;Standard;Long;21
2907;90.89;121;Harbinger;Standard;Long;21
21;27.81;0;Harbinger;Hardcore;Long;1
3;27.81;0;Harbinger;Hardcore;Long;1
27;25.23;1;Harbinger;Hardcore;Long;1
51;24.76;2;Harbinger;Hardcore;Long;1
75;24.98;3;Harbinger;Hardcore;Long;1
99;24.98;4;Harbinger;Hardcore;Long;1
123;24.84;5;Harbinger;Hardcore;Long;1
147;24.74;6;Harbinger;Hardcore;Long;2
171;24.65;7;Harbinger;Hardcore;Long;2
195;24.5;8;Harbinger;Hardcore;Long;2
219;24.27;9;Harbinger;Hardcore;Long;2
243;24.08;10;Harbinger;Hardcore;Long;2
267;23.55;11;Harbinger;Hardcore;Long;2
291;23.0;12;Harbinger;Hardcore;Long;3
315;23.08;13;Harbinger;Hardcore;Long;3
339;22.88;14;Harbinger;Hardcore;Long;3
363;22.46;15;Harbinger;Hardcore;Long;3
387;22.06;16;Harbinger;Hardcore;Long;3
411;21.74;17;Harbinger;Hardcore;Long;3
435;21.49;18;Harbinger;Hardcore;Long;4
459;21.25;19;Harbinger;Hardcore;Long;4
483;21.13;20;Harbinger;Hardcore;Long;4
507;21.11;21;Harbinger;Hardcore;Long;4
531;21.1;22;Harbinger;Hardcore;Long;4
555;21.18;23;Harbinger;Hardcore;Long;4
579;21.6;24;Harbinger;Hardcore;Long;5
603;22.34;25;Harbinger;Hardcore;Long;5
627;23.22;26;Harbinger;Hardcore;Long;5
651;24.11;27;Harbinger;Hardcore;Long;5
675;25.08;28;Harbinger;Hardcore;Long;5
699;25.97;29;Harbinger;Hardcore;Long;5
723;26.75;30;Harbinger;Hardcore;Long;6
747;27.49;31;Harbinger;Hardcore;Long;6
771;28.19;32;Harbinger;Hardcore;Long;6
795;28.91;33;Harbinger;Hardcore;Long;6
819;29.67;34;Harbinger;Hardcore;Long;6
843;30.42;35;Harbinger;Hardcore;Long;6
867;30.93;36;Harbinger;Hardcore;Long;7
891;31.27;37;Harbinger;Hardcore;Long;7
915;31.94;38;Harbinger;Hardcore;Long;7
939;32.64;39;Harbinger;Hardcore;Long;7
963;33.32;40;Harbinger;Hardcore;Long;7
987;34.08;41;Harbinger;Hardcore;Long;7
1011;35.09;42;Harbinger;Hardcore;Long;8
1035;36.41;43;Harbinger;Hardcore;Long;8
1059;37.83;44;Harbinger;Hardcore;Long;8
1083;39.22;45;Harbinger;Hardcore;Long;8
1107;40.63;46;Harbinger;Hardcore;Long;8
1131;42.12;47;Harbinger;Hardcore;Long;8
1155;43.47;48;Harbinger;Hardcore;Long;9
1179;44.74;49;Harbinger;Hardcore;Long;9
1203;45.62;50;Harbinger;Hardcore;Long;9
1227;46.47;51;Harbinger;Hardcore;Long;9
1251;47.4;52;Harbinger;Hardcore;Long;9
1275;48.42;53;Harbinger;Hardcore;Long;9
1299;49.29;54;Harbinger;Hardcore;Long;10
1323;49.94;55;Harbinger;Hardcore;Long;10
1347;50.61;56;Harbinger;Hardcore;Long;10
1371;51.25;57;Harbinger;Hardcore;Long;10
1395;51.84;58;Harbinger;Hardcore;Long;10
1419;52.31;59;Harbinger;Hardcore;Long;10
1443;52.82;60;Harbinger;Hardcore;Long;11
1467;53.27;61;Harbinger;Hardcore;Long;11
1491;53.67;62;Harbinger;Hardcore;Long;11
1515;54.01;63;Harbinger;Hardcore;Long;11
1539;54.23;64;Harbinger;Hardcore;Long;11
1563;54.29;65;Harbinger;Hardcore;Long;11
1587;54.18;66;Harbinger;Hardcore;Long;12
1611;53.8;67;Harbinger;Hardcore;Long;12
1635;53.25;68;Harbinger;Hardcore;Long;12
1659;52.95;69;Harbinger;Hardcore;Long;12
1683;52.72;70;Harbinger;Hardcore;Long;12
1707;52.54;71;Harbinger;Hardcore;Long;12
1731;52.36;72;Harbinger;Hardcore;Long;13
1755;52.14;73;Harbinger;Hardcore;Long;13
1779;51.83;74;Harbinger;Hardcore;Long;13
1803;51.56;75;Harbinger;Hardcore;Long;13
1827;51.34;76;Harbinger;Hardcore;Long;13
1851;51.18;77;Harbinger;Hardcore;Long;13
1875;51.12;78;Harbinger;Hardcore;Long;14
1899;51.28;79;Harbinger;Hardcore;Long;14
1923;51.5;80;Harbinger;Hardcore;Long;14
1947;51.53;81;Harbinger;Hardcore;Long;14
1971;51.49;82;Harbinger;Hardcore;Long;14
1995;51.38;83;Harbinger;Hardcore;Long;14
2019;51.33;84;Harbinger;Hardcore;Long;15
2043;51.3;85;Harbinger;Hardcore;Long;15
2067;51.31;86;Harbinger;Hardcore;Long;15
2091;51.4;87;Harbinger;Hardcore;Long;15
2115;51.49;88;Harbinger;Hardcore;Long;15
2139;51.62;89;Harbinger;Hardcore;Long;15
2163;51.7;90;Harbinger;Hardcore;Long;16
2187;51.78;91;Harbinger;Hardcore;Long;16
2211;51.86;92;Harbinger;Hardcore;Long;16
2235;51.77;93;Harbinger;Hardcore;Long;16
2259;51.66;94;Harbinger;Hardcore;Long;16
2283;51.6;95;Harbinger;Hardcore;Long;16
2307;51.55;96;Harbinger;Hardcore;Long;17
2331;51.63;97;Harbinger;Hardcore;Long;17
2355;51.68;98;Harbinger;Hardcore;Long;17
2379;51.68;99;Harbinger;Hardcore;Long;17
2403;51.59;100;Harbinger;Hardcore;Long;17
2427;51.49;101;Harbinger;Hardcore;Long;17
2451;51.47;102;Harbinger;Hardcore;Long;18
2475;51.5;103;Harbinger;Hardcore;Long;18
2499;51.54;104;Harbinger;Hardcore;Long;18
2523;51.74;105;Harbinger;Hardcore;Long;18
2547;51.95;106;Harbinger;Hardcore;Long;18
2571;52.15;107;Harbinger;Hardcore;Long;18
2595;52.28;108;Harbinger;Hardcore;Long;19
2619;52.33;109;Harbinger;Hardcore;Long;19
2643;52.42;110;Harbinger;Hardcore;Long;19
2667;52.66;111;Harbinger;Hardcore;Long;19
2691;53.37;112;Harbinger;Hardcore;Long;19
2715;54.08;113;Harbinger;Hardcore;Long;19
2739;54.56;114;Harbinger;Hardcore;Long;20
2763;55.08;115;Harbinger;Hardcore;Long;20
2787;55.54;116;Harbinger;Hardcore;Long;20
2811;56.47;117;Harbinger;Hardcore;Long;20
2835;58.37;118;Harbinger;Hardcore;Long;20
2859;60.31;119;Harbinger;Hardcore;Long;20
2883;61.74;120;Harbinger;Hardcore;Long;21
2907;63.38;121;Harbinger;Hardcore;Long;21
3;27.5;0;Abyss;Standard;Long;1
27;27.5;1;Abyss;Standard;Long;1
33;29.5;1;Abyss;Standard;Long;1
39;31.25;1;Abyss;Standard;Long;1
45;32.7;1;Abyss;Standard;Long;1
51;33.63;2;Abyss;Standard;Long;1
57;34.61;2;Abyss;Standard;Long;1
63;35.97;2;Abyss;Standard;Long;1
69;37.14;2;Abyss;Standard;Long;1
75;37.98;3;Abyss;Standard;Long;1
81;38.84;3;Abyss;Standard;Long;1
87;39.72;3;Abyss;Standard;Long;1
93;41.39;3;Abyss;Standard;Long;1
99;42.93;4;Abyss;Standard;Long;1
105;43.97;4;Abyss;Standard;Long;1
111;44.81;4;Abyss;Standard;Long;1
117;45.37;4;Abyss;Standard;Long;1
123;45.64;5;Abyss;Standard;Long;1
129;45.64;5;Abyss;Standard;Long;1
135;45.31;5;Abyss;Standard;Long;1
141;44.89;5;Abyss;Standard;Long;1
147;44.56;6;Abyss;Standard;Long;2
153;44.06;6;Abyss;Standard;Long;2
159;43.56;6;Abyss;Standard;Long;2
165;43.11;6;Abyss;Standard;Long;2
171;42.76;7;Abyss;Standard;Long;2
177;42.39;7;Abyss;Standard;Long;2
183;41.97;7;Abyss;Standard;Long;2
189;41.68;7;Abyss;Standard;Long;2
195;41.63;8;Abyss;Standard;Long;2
201;41.7;8;Abyss;Standard;Long;2
207;41.7;8;Abyss;Standard;Long;2
213;41.68;8;Abyss;Standard;Long;2
219;41.66;9;Abyss;Standard;Long;2
225;41.64;9;Abyss;Standard;Long;2
231;41.6;9;Abyss;Standard;Long;2
237;42.09;9;Abyss;Standard;Long;2
243;42.82;10;Abyss;Standard;Long;2
249;43.99;10;Abyss;Standard;Long;2
255;45.47;10;Abyss;Standard;Long;2
261;47.37;10;Abyss;Standard;Long;2
267;49.41;11;Abyss;Standard;Long;2
273;51.52;11;Abyss;Standard;Long;2
279;53.85;11;Abyss;Standard;Long;2
285;56.49;11;Abyss;Standard;Long;2
291;58.89;12;Abyss;Standard;Long;3
297;61.16;12;Abyss;Standard;Long;3
303;63.59;12;Abyss;Standard;Long;3
309;65.64;12;Abyss;Standard;Long;3
315;67.39;13;Abyss;Standard;Long;3
321;68.76;13;Abyss;Standard;Long;3
327;69.99;13;Abyss;Standard;Long;3
333;70.88;13;Abyss;Standard;Long;3
339;71.69;14;Abyss;Standard;Long;3
345;72.45;14;Abyss;Standard;Long;3
351;73.28;14;Abyss;Standard;Long;3
357;73.93;14;Abyss;Standard;Long;3
363;74.81;15;Abyss;Standard;Long;3
369;75.89;15;Abyss;Standard;Long;3
375;76.95;15;Abyss;Standard;Long;3
381;78.2;15;Abyss;Standard;Long;3
387;79.69;16;Abyss;Standard;Long;3
393;81.07;16;Abyss;Standard;Long;3
399;82.53;16;Abyss;Standard;Long;3
405;83.94;16;Abyss;Standard;Long;3
411;85.22;17;Abyss;Standard;Long;3
417;86.07;17;Abyss;Standard;Long;3
423;86.65;17;Abyss;Standard;Long;3
429;86.96;17;Abyss;Standard;Long;3
435;86.89;18;Abyss;Standard;Long;4
441;86.68;18;Abyss;Standard;Long;4
447;86.47;18;Abyss;Standard;Long;4
453;86.03;18;Abyss;Standard;Long;4
459;85.24;19;Abyss;Standard;Long;4
465;84.59;19;Abyss;Standard;Long;4
471;83.83;19;Abyss;Standard;Long;4
477;83.1;19;Abyss;Standard;Long;4
483;82.51;20;Abyss;Standard;Long;4
489;82.27;20;Abyss;Standard;Long;4
495;82.02;20;Abyss;Standard;Long;4
501;82.02;20;Abyss;Standard;Long;4
507;82.33;21;Abyss;Standard;Long;4
513;82.69;21;Abyss;Standard;Long;4
519;82.8;21;Abyss;Standard;Long;4
525;82.99;21;Abyss;Standard;Long;4
531;83.36;22;Abyss;Standard;Long;4
537;83.69;22;Abyss;Standard;Long;4
543;83.94;22;Abyss;Standard;Long;4
549;84.11;22;Abyss;Standard;Long;4
555;84.2;23;Abyss;Standard;Long;4
561;84.32;23;Abyss;Standard;Long;4
567;84.48;23;Abyss;Standard;Long;4
573;84.57;23;Abyss;Standard;Long;4
579;84.76;24;Abyss;Standard;Long;5
585;84.97;24;Abyss;Standard;Long;5
591;85.21;24;Abyss;Standard;Long;5
597;85.6;24;Abyss;Standard;Long;5
603;85.94;25;Abyss;Standard;Long;5
609;86.28;25;Abyss;Standard;Long;5
615;86.61;25;Abyss;Standard;Long;5
621;87.06;25;Abyss;Standard;Long;5
627;87.58;26;Abyss;Standard;Long;5
633;88.1;26;Abyss;Standard;Long;5
639;88.6;26;Abyss;Standard;Long;5
645;89.09;26;Abyss;Standard;Long;5
651;89.41;27;Abyss;Standard;Long;5
657;89.69;27;Abyss;Standard;Long;5
663;90.04;27;Abyss;Standard;Long;5
669;90.15;27;Abyss;Standard;Long;5
675;90.3;28;Abyss;Standard;Long;5
681;90.46;28;Abyss;Standard;Long;5
687;90.57;28;Abyss;Standard;Long;5
699;90.49;29;Abyss;Standard;Long;5
705;90.38;29;Abyss;Standard;Long;5
711;90.38;29;Abyss;Standard;Long;5
717;90.28;29;Abyss;Standard;Long;5
723;90.09;30;Abyss;Standard;Long;6
729;90.09;30;Abyss;Standard;Long;6
735;90.12;30;Abyss;Standard;Long;6
741;90.08;30;Abyss;Standard;Long;6
747;90.0;31;Abyss;Standard;Long;6
753;89.91;31;Abyss;Standard;Long;6
759;89.82;31;Abyss;Standard;Long;6
765;89.76;31;Abyss;Standard;Long;6
771;89.69;32;Abyss;Standard;Long;6
777;89.65;32;Abyss;Standard;Long;6
783;89.57;32;Abyss;Standard;Long;6
789;89.5;32;Abyss;Standard;Long;6
795;89.51;33;Abyss;Standard;Long;6
801;89.47;33;Abyss;Standard;Long;6
807;89.43;33;Abyss;Standard;Long;6
813;89.34;33;Abyss;Standard;Long;6
819;89.26;34;Abyss;Standard;Long;6
825;89.13;34;Abyss;Standard;Long;6
831;89.05;34;Abyss;Standard;Long;6
837;88.96;34;Abyss;Standard;Long;6
843;88.81;35;Abyss;Standard;Long;6
849;88.59;35;Abyss;Standard;Long;6
855;88.36;35;Abyss;Standard;Long;6
861;88.11;35;Abyss;Standard;Long;6
867;87.64;36;Abyss;Standard;Long;7
873;87.06;36;Abyss;Standard;Long;7
879;86.51;36;Abyss;Standard;Long;7
885;85.84;36;Abyss;Standard;Long;7
891;85.08;37;Abyss;Standard;Long;7
897;84.23;37;Abyss;Standard;Long;7
903;83.39;37;Abyss;Standard;Long;7
909;82.61;37;Abyss;Standard;Long;7
915;81.78;38;Abyss;Standard;Long;7
921;80.98;38;Abyss;Standard;Long;7
927;80.21;38;Abyss;Standard;Long;7
933;79.46;38;Abyss;Standard;Long;7
939;78.87;39;Abyss;Standard;Long;7
945;78.4;39;Abyss;Standard;Long;7
951;77.99;39;Abyss;Standard;Long;7
957;77.61;39;Abyss;Standard;Long;7
963;77.37;40;Abyss;Standard;Long;7
969;77.26;40;Abyss;Standard;Long;7
975;77.09;40;Abyss;Standard;Long;7
981;76.82;40;Abyss;Standard;Long;7
987;76.66;41;Abyss;Standard;Long;7
993;76.3;41;Abyss;Standard;Long;7
999;75.94;41;Abyss;Standard;Long;7
1005;75.45;41;Abyss;Standard;Long;7
1011;74.95;42;Abyss;Standard;Long;8
1017;74.28;42;Abyss;Standard;Long;8
1023;73.61;42;Abyss;Standard;Long;8
1029;72.91;42;Abyss;Standard;Long;8
1035;72.09;43;Abyss;Standard;Long;8
1041;71.28;43;Abyss;Standard;Long;8
1047;70.51;43;Abyss;Standard;Long;8
1053;69.84;43;Abyss;Standard;Long;8
1059;69.17;44;Abyss;Standard;Long;8
1065;68.8;44;Abyss;Standard;Long;8
1071;68.41;44;Abyss;Standard;Long;8
1077;68.32;44;Abyss;Standard;Long;8
1083;68.57;45;Abyss;Standard;Long;8
